"log2FoldChange","AveExpr","t","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-5.78641291667599,5.65588176918936,-3.77234017495544,9.11771905236207e-05,0.000890348887712496,"ENSG00000118046",-5.78641291667599,"down","STK11",9606,6794,"NULL","19","19p13.3","serine/threonine kinase 11","protein-coding","STK11","serine/threonine kinase 11","O","liver kinase B1|polarization-related pro"
-5.78635096923058,6.09107513471377,-4.84896815656123,8.43035219233545e-07,1.75466903009666e-05,"ENSG00000068308",-5.78635096923058,"down","OTUD5",9606,55593,"NULL","X","Xp11.23","OTU domain containing 5","protein-coding","OTUD5","OTU domain containing 5","O","OTU domain-containing protein 5|deubiqui"
-5.78269593803187,3.96783418968963,-3.78152473310405,8.79703434999656e-05,0.000862624086394609,"ENSG00000113593",-5.78269593803187,"down","PPWD1",9606,23398,"NULL","5","5q12.3","peptidylprolyl isomerase domain and WD repeat containing 1","protein-coding","PPWD1","peptidylprolyl isomerase domain and WD repeat containing 1","O","peptidylprolyl isomerase domain and WD r"
-5.77991972319494,4.52392264341626,-3.75851990551698,9.62097059810119e-05,0.000932785988604033,"ENSG00000139154",-5.77991972319494,"down","AEBP2",9606,121536,"NULL","12","12p12.3","AE binding protein 2","protein-coding","AEBP2","AE binding protein 2","O","AE(adipocyte enhancer)-binding protein 2"
-5.77880696043418,5.63077354615744,-3.88946082912812,5.74483700146269e-05,0.000603207885153583,"ENSG00000116954",-5.77880696043418,"down","RRAGC",9606,64121,"NULL","1","1p34","Ras-related GTP binding C","protein-coding","RRAGC","Ras-related GTP binding C","O","GTPase-interacting protein 2|Rag C prote"
-5.77780855465044,3.5647545018899,-3.80275569279851,8.09606516725654e-05,0.000807385416930927,"ENSG00000081014",-5.77780855465044,"down","AP4E1",9606,23431,"NULL","15","15q21.2","adaptor-related protein complex 4, epsilon 1 subunit","protein-coding","AP4E1","adaptor-related protein complex 4, epsilon 1 subunit","O","AP-4 complex subunit epsilon-1|adaptor-r"
-5.77690099331821,4.51004410333076,-3.83081092444747,7.2504885129215e-05,0.00073614420940201,"ENSG00000119471",-5.77690099331821,"down","HSDL2",9606,84263,"RP11-32M23.1","9","9q32","hydroxysteroid dehydrogenase like 2","protein-coding","HSDL2","hydroxysteroid dehydrogenase like 2","O","hydroxysteroid dehydrogenase-like protei"
-5.77543465481382,4.61730935888994,-4.05264077533133,2.96018301171291e-05,0.00034709081827765,"ENSG00000163913",-5.77543465481382,"down","IFT122",9606,55764,"NULL","3","3q21","intraflagellar transport 122 homolog (Chlamydomonas)","protein-coding","IFT122","intraflagellar transport 122 homolog (Chlamydomonas)","O","WD repeat domain 10|WD repeat-containing"
-5.77420731408199,5.40985848868983,-4.58885167735195,2.85802855629779e-06,4.90770851693211e-05,"ENSG00000204138",-5.77420731408199,"down","PHACTR4",9606,65979,"RP11-442N24__A.1","1","1p35.3","phosphatase and actin regulator 4","protein-coding","PHACTR4","phosphatase and actin regulator 4","O","NULL"
-5.77411867119895,5.75645802744424,-4.48662517916831,4.54712858624399e-06,7.18657940492169e-05,"ENSG00000149657",-5.77411867119895,"down","LSM14B",9606,149986,"FT005","20","20q13.33","LSM14B, SCD6 homolog B (S. cerevisiae)","protein-coding","LSM14B","LSM14B, SCD6 homolog B (S. cerevisiae)","O","LSM14 homolog B|RNA-associated protein 5"
-5.77123356268672,6.51026123171548,-5.22881318873397,1.2824909868036e-07,3.67367479227683e-06,"ENSG00000126945",-5.77123356268672,"down","HNRNPH2",9606,3188,"NULL","X","Xq22","heterogeneous nuclear ribonucleoprotein H2 (H')","protein-coding","HNRNPH2","heterogeneous nuclear ribonucleoprotein H2 (H')","O","FTP-3|heterogeneous nuclear ribonucleopr"
-5.76952117507501,5.90012464537054,-3.75867519285813,9.61503873982624e-05,0.000932561198181794,"ENSG00000105819",-5.76952117507501,"down","PMPCB",9606,9512,"NULL","7","7q22.1","peptidase (mitochondrial processing) beta","protein-coding","PMPCB","peptidase (mitochondrial processing) beta","O","mitochondrial processing peptidase beta "
-5.7689959426508,5.03739161128666,-3.8913402963211,5.70181825568734e-05,0.000599422514708898,"ENSG00000136878",-5.7689959426508,"down","USP20",9606,10868,"NULL","9","9q34.11","ubiquitin specific peptidase 20","protein-coding","USP20","ubiquitin specific peptidase 20","O","deubiquitinating enzyme 20|pVHL-interact"
-5.7640769304026,5.41364026983605,-4.11595870162746,2.27473924501987e-05,0.000277845457523511,"ENSG00000136807",-5.7640769304026,"down","CDK9",9606,1025,"RP11-228B15.5","9","9q34.1","cyclin-dependent kinase 9","protein-coding","CDK9","cyclin-dependent kinase 9","O","CDC2-related kinase|cell division cycle "
-5.7620103998615,4.31599390714557,-5.31113277726051,8.39645589932095e-08,2.57368325778592e-06,"ENSG00000114648",-5.7620103998615,"down","KLHL18",9606,23276,"OK/SW-cl.74","3","3p21.31","kelch-like family member 18","protein-coding","KLHL18","kelch-like family member 18","O","kelch-like protein 18"
-5.76155573447947,3.50137803317113,-3.92489591986952,4.98399768347595e-05,0.000537759181491767,"ENSG00000107938",-5.76155573447947,"down","EDRF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5.76059588936817,6.61651412227159,-5.44149483600632,4.24549460227809e-08,1.42301259987267e-06,"ENSG00000174243",-5.76059588936817,"down","DDX23",9606,9416,"NULL","12","12q13.12","DEAD (Asp-Glu-Ala-Asp) box polypeptide 23","protein-coding","DDX23","DEAD (Asp-Glu-Ala-Asp) box polypeptide 23","O","100 kDa U5 snRNP-specific protein|DEAD b"
-5.75818875650583,5.68655752028377,-4.03580729446865,3.1730379509642e-05,0.000368279044395921,"ENSG00000138081",-5.75818875650583,"down","FBXO11",9606,80204,"UG063H01","2","2p16.3","F-box protein 11","protein-coding","FBXO11","F-box protein 11","O","F-box only protein 11|protein arginine N"
-5.7580342269686,5.24599155437345,-4.80952470857187,1.01815870694173e-06,2.05776492305865e-05,"ENSG00000172943",-5.7580342269686,"down","PHF8",9606,23133,"RP13-444K19.2","X","Xp11.22","PHD finger protein 8","protein-coding","PHF8","PHD finger protein 8","O","histone lysine demethylase PHF8|jumonji "
-5.75719013413012,5.96156929220177,-4.83364831649553,9.07295795930369e-07,1.86733629961458e-05,"ENSG00000078140",-5.75719013413012,"down","UBE2K",9606,3093,"NULL","4","4p14","ubiquitin-conjugating enzyme E2K","protein-coding","UBE2K","ubiquitin-conjugating enzyme E2K","O","E2(25K)|HIP-2|huntingtin interacting pro"
-5.75545051815196,5.67247932927835,-4.22746248559791,1.4187450064052e-05,0.000186342950993953,"ENSG00000166454",-5.75545051815196,"down","ATMIN",9606,23300,"NULL","16","16q23.2","ATM interactor","protein-coding","ATMIN","ATM interactor","O","ATM INteracting protein|ATM/ATR-Substrat"
-5.75337751609637,4.83205597017763,-4.01274030487904,3.48845586446967e-05,0.000398874419252623,"ENSG00000160584",-5.75337751609637,"down","SIK3",9606,23387,"L19","11","11q23.3","SIK family kinase 3","protein-coding","SIK3","SIK family kinase 3","O","salt-inducible kinase 3|serine/threonine"
-5.75078446001527,6.44254188031735,-3.76234925041626,9.47858221534055e-05,0.000922098486225874,"ENSG00000121579",-5.75078446001527,"down","NAA50",9606,80218,"NULL","3","3q13.2","N(alpha)-acetyltransferase 50, NatE catalytic subunit","protein-coding","NAA50","N(alpha)-acetyltransferase 50, NatE catalytic subunit","O","Mak3 homolog|N-acetyltransferase 13 (GCN"
-5.74839550417023,6.37354716317422,-4.80110857773231,1.05982244718706e-06,2.13029264325941e-05,"ENSG00000136699",-5.74839550417023,"down","SMPD4",9606,55627,"NULL","2","2q21.1","sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)","protein-coding","SMPD4","sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)","O","SKNY protein|neutral sphingomyelinase 3|"
-5.74773860858363,5.21489323270951,-5.79748600138174,6.15473072913609e-09,2.70608935925508e-07,"ENSG00000176953",-5.74773860858363,"down","NFATC2IP",9606,84901,"NULL","16","16p11.2","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein","protein-coding","NFATC2IP","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein","O","45 kDa NF-AT-interacting protein|45 kDa "
-5.74540519612756,4.72183023986427,-4.12700981344484,2.17176480950412e-05,0.000267802570322464,"ENSG00000145868",-5.74540519612756,"down","FBXO38",9606,81545,"SP329","5","5q32","F-box protein 38","protein-coding","FBXO38","F-box protein 38","O","F-box only protein 38|modulator of KLF7 "
-5.74423750371108,6.1996243865851,-5.93001001908573,2.92364659215864e-09,1.42414626030479e-07,"ENSG00000160679",-5.74423750371108,"down","CHTOP",9606,26097,"HT031","1","1q21.3","chromatin target of PRMT1","protein-coding","CHTOP","chromatin target of PRMT1","O","chromatin target of PRMT1 protein|friend"
-5.74319853770317,4.26972597578231,-4.56860506165958,3.13551841492599e-06,5.26510050558392e-05,"ENSG00000163961",-5.74319853770317,"down","RNF168",9606,165918,"NULL","3","3q29","ring finger protein 168, E3 ubiquitin protein ligase","protein-coding","RNF168","ring finger protein 168, E3 ubiquitin protein ligase","O","E3 ubiquitin-protein ligase RNF168"
-5.74299895825903,5.25191317109437,-4.70594474578387,1.66114125281072e-06,3.12937186816e-05,"ENSG00000115211",-5.74299895825903,"down","EIF2B4",9606,8890,"NULL","2","2p23.3","eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa","protein-coding","EIF2B4","eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa","O","eIF-2B GDP-GTP exchange factor subunit d"
-5.74192090374362,6.50478312206634,-4.18663283393647,1.68852953052474e-05,0.000215845758560243,"ENSG00000150459",-5.74192090374362,"down","SAP18",9606,10284,"GIG38","13","13q12.11","Sin3A-associated protein, 18kDa","protein-coding","SAP18","Sin3A-associated protein, 18kDa","O","18 kDa Sin3-associated polypeptide|cell "
-5.74049931175069,3.92482829573034,-4.19529002492017,1.62752939188389e-05,0.000209500778429583,"ENSG00000204344",-5.74049931175069,"down","STK19",9606,8859,"DADB-112B14.2","6","6p21.3","serine/threonine kinase 19","protein-coding","STK19","serine/threonine kinase 19","O","MHC class III HLA-RP1|nuclear serine/thr"
-5.73594142189074,6.54723483076617,-5.22788525853032,1.28858861293585e-07,3.67889198133421e-06,"ENSG00000111786",-5.73594142189074,"down","SRSF9",9606,8683,"NULL","12","12q24.31","serine/arginine-rich splicing factor 9","protein-coding","SRSF9","serine/arginine-rich splicing factor 9","O","SR splicing factor 9|pre-mRNA-splicing f"
-5.73376097704274,5.4400134887547,-4.92444724816385,5.8537163021311e-07,1.2979258079184e-05,"ENSG00000183576",-5.73376097704274,"down","SETD3",9606,84193,"NULL","14","14q32.2","SET domain containing 3","protein-coding","SETD3","SET domain containing 3","O","SET domain-containing protein 3|histone-"
-5.72735040220568,4.90616221235688,-4.21542448782938,1.49367423037779e-05,0.000194993617662218,"ENSG00000165782",-5.72735040220568,"down","TMEM55B",9606,90809,"NULL","14","14q11.2","transmembrane protein 55B","protein-coding","TMEM55B","transmembrane protein 55B","O","PtdIns-4,5-P(2) 4-phosphatase type I|ptd"
-5.72282340691946,6.3004568260099,-4.81647195016692,9.84958638527562e-07,1.99783555257808e-05,"ENSG00000175387",-5.72282340691946,"down","SMAD2",9606,4087,"NULL","18","18q21.1","SMAD family member 2","protein-coding","SMAD2","SMAD family member 2","O","MAD homolog 2|SMAD, mothers against DPP "
-5.72254241953212,5.06996843597218,-4.53176942624799,3.7080367871422e-06,6.05670210466217e-05,"ENSG00000178028",-5.72254241953212,"down","DMAP1",9606,55929,"RP5-891H21.2","1","1p34","DNA methyltransferase 1 associated protein 1","protein-coding","DMAP1","DNA methyltransferase 1 associated protein 1","O","DNA methyltransferase 1-associated prote"
-5.72238837553956,6.2850171611119,-3.94542777219201,4.58782254219532e-05,0.000502150602169292,"ENSG00000101365",-5.72238837553956,"down","IDH3B",9606,3420,"RP4-686C3.2","20","20p13","isocitrate dehydrogenase 3 (NAD+) beta","protein-coding","IDH3B","isocitrate dehydrogenase 3 (NAD+) beta","O","NAD(+)-specific ICDH subunit beta|NAD+-s"
-5.72053069573335,7.34444323787199,-5.22797926305253,1.28796946662519e-07,3.67889198133421e-06,"ENSG00000205937",-5.72053069573335,"down","RNPS1",9606,10921,"NULL","16","16p13.3","RNA binding protein S1, serine-rich domain","protein-coding","RNPS1","RNA binding protein S1, serine-rich domain","O","RNA-binding protein S1, serine-rich doma"
-5.71432505769951,5.79431655985011,-4.82803545615708,9.32000238973054e-07,1.91056347638249e-05,"ENSG00000167699",-5.71432505769951,"down","GLOD4",9606,51031,"CGI-150","17","17p13.3","glyoxalase domain containing 4","protein-coding","GLOD4","glyoxalase domain containing 4","O","glyoxalase domain-containing protein 4"
-5.71392177622088,4.19531879014425,-4.00162580342042,3.65077303206827e-05,0.000412895710712752,"ENSG00000166471",-5.71392177622088,"down","TMEM41B",9606,440026,"NULL","11","11p15.4","transmembrane protein 41B","protein-coding","TMEM41B","transmembrane protein 41B","O","NULL"
-5.71319642335694,6.84745942734316,-3.85239978256286,6.65698620542626e-05,0.000683957631273274,"ENSG00000049245",-5.71319642335694,"down","VAMP3",9606,9341,"NULL","1","1p36.23","vesicle-associated membrane protein 3","protein-coding","VAMP3","vesicle-associated membrane protein 3","O","VAMP-3|cellubrevin|synaptobrevin-3"
-5.70761246095349,6.44400986487909,-3.83130335398954,7.23590611791817e-05,0.000735531709323947,"ENSG00000175224",-5.70761246095349,"down","ATG13",9606,9776,"NULL","11","11p11.2","autophagy related 13","protein-coding","ATG13","autophagy related 13","O","ATG13 autophagy related 13 homolog|autop"
-5.70562888803219,5.63055265066329,-3.85412653347632,6.61154445863161e-05,0.000679830083397702,"ENSG00000010017",-5.70562888803219,"down","RANBP9",9606,10048,"NULL","6","6p23","RAN binding protein 9","protein-coding","RANBP9","RAN binding protein 9","O","Ran Binding Protein in the Microtubule o"
-5.70561623065681,6.14081516378685,-4.53799574625951,3.6046797734919e-06,5.90312057576476e-05,"ENSG00000135372",-5.70561623065681,"down","NAT10",9606,55226,"NULL","11","11p13","N-acetyltransferase 10 (GCN5-related)","protein-coding","NAT10","N-acetyltransferase 10 (GCN5-related)","O","N-acetyltransferase 10|N-acetyltransfera"
-5.69529521954226,5.37487091387055,-4.26674687829532,1.19832481031123e-05,0.000161081067861055,"ENSG00000117758",-5.69529521954226,"down","STX12",9606,23673,"RP3-426I6.4","1","1p35.3","syntaxin 12","protein-coding","STX12","syntaxin 12","O","syntaxin-12"
-5.69370754368591,7.81750309641284,-4.25760770515355,1.2464730999764e-05,0.00016634035282984,"ENSG00000077549",-5.69370754368591,"down","CAPZB",9606,832,"RP4-657E11.7","1","1p36.1","capping protein (actin filament) muscle Z-line, beta","protein-coding","CAPZB","capping protein (actin filament) muscle Z-line, beta","O","F-actin-capping protein subunit beta|cap"
-5.6932599840454,1.00615925547905,-4.54084702211777,3.55827536689114e-06,5.84195476743596e-05,"ENSG00000265479",-5.6932599840454,"down","DTX2P1-UPK3BP1-PMS2P11",9606,441263,"NULL","7","7q11.23","DTX2P1-UPK3BP1-PMS2P11 readthrough transcribed pseudogene","pseudo","DTX2P1-UPK3BP1-PMS2P11","DTX2P1-UPK3BP1-PMS2P11 readthrough transcribed pseudogene","O","NULL"
-5.69315208726604,4.91754685923209,-3.83064924075963,7.25449420846502e-05,0.00073626127025668,"ENSG00000112584",-5.69315208726604,"down","FAM120B",9606,84498,"NULL","6","6q27","family with sequence similarity 120B","protein-coding","FAM120B","family with sequence similarity 120B","O","PPARG constitutive coactivator 1|PPARgam"
-5.69086854143527,7.23229557620514,-4.37693322470042,7.41127192975209e-06,0.000107519683662154,"ENSG00000162521",-5.69086854143527,"down","RBBP4",9606,5928,"NULL","1","1p35.1","retinoblastoma binding protein 4","protein-coding","RBBP4","retinoblastoma binding protein 4","O","CAF-1 subunit C|CAF-I 48 kDa subunit|CAF"
-5.6906599403941,3.38923241541358,-4.20666240009828,1.55056259576434e-05,0.000201034617992967,"ENSG00000120798",-5.6906599403941,"down","NR2C1",9606,7181,"NULL","12","12q22","nuclear receptor subfamily 2, group C, member 1","protein-coding","NR2C1","nuclear receptor subfamily 2, group C, member 1","O","TR2 nuclear hormone receptor|nuclear rec"
-5.69030556721774,5.77118049864998,-4.10408258037598,2.39048111635876e-05,0.000289924469605749,"ENSG00000166716",-5.69030556721774,"down","ZNF592",9606,9640,"NULL","15","15q25.3","zinc finger protein 592","protein-coding","ZNF592","zinc finger protein 592","O","NULL"
-5.6852030816341,6.64738851392999,-4.47701339417223,4.74787350495115e-06,7.44458488999296e-05,"ENSG00000110713",-5.6852030816341,"down","NUP98",9606,4928,"NULL","11","11p15.5","nucleoporin 98kDa","protein-coding","NUP98","nucleoporin 98kDa","O","GLFG-repeat containing nucleoporin|Nup98"
-5.68320666767947,4.42058372591673,-4.21177959031507,1.51708086032727e-05,0.000197450024832004,"ENSG00000164535",-5.68320666767947,"down","DAGLB",9606,221955,"tcag7.842","7","7p22.1","diacylglycerol lipase, beta","protein-coding","DAGLB","diacylglycerol lipase, beta","O","DGL-beta|sn1-specific diacylglycerol lip"
-5.6821194594011,6.57862351821031,-4.89272114261268,6.82756053217355e-07,1.47334874393702e-05,"ENSG00000108671",-5.6821194594011,"down","PSMD11",9606,5717,"NULL","17","17q11.2","proteasome (prosome, macropain) 26S subunit, non-ATPase, 11","protein-coding","PSMD11","proteasome (prosome, macropain) 26S subunit, non-ATPase, 11","O","26S proteasome non-ATPase regulatory sub"
